userid,itemid,zscore
250,747,-0.448051948051948
223,25,0.00177304964539
180,219,0.6270114942528735
258,254,0.0326086956521739
304,470,0.1475225225225225
51,279,-0.3169642857142858
160,201,0.6120689655172413
147,407,0.25
124,234,-0.3598901098901099
96,227,0.2103174603174602
57,1097,0.0405844155844156
82,233,0.1451612903225806
89,346,-0.0558333333333334
271,177,0.1666666666666667
193,180,0.0090163934426229
124,477,0.14010989010989
109,687,-0.5112781954887218
298,13,0.1339285714285714
150,9,0.250814332247557
268,126,0.2476780185758513
5,13,0.3412322274881516
53,105,-0.1730769230769231
302,68,0.4085743801652892
15,943,-0.8321428571428571
300,789,0.1181818181818181
275,1090,-0.1163127413127412
304,213,-0.3524774774774775
193,1027,-0.240983606557377
90,322,-0.4719387755102041
86,553,0.0521327014218009
293,108,0.1333333333333333
285,170,0.0720486111111111
199,317,0.2418981481481481
228,327,-0.4333333333333333
177,567,0.0796703296703297
302,841,-0.3414256198347107
61,64,0.1745689655172413
206,590,-0.0576086956521738
91,171,0.1887886597938144
300,400,0.1181818181818181
35,338,0.3
69,745,-0.116412213740458
62,241,-0.0295698924731182
27,200,-0.180379746835443
278,67,0.1831797235023041
249,6,0.0532786885245901
13,97,-0.2729591836734695
298,1017,-0.1160714285714286
193,53,0.0090163934426229
302,814,-0.0914256198347107
118,236,0.2624309392265194
294,217,0.1900510204081633
267,929,-0.2355182926829268
267,1,-0.2355182926829268
65,257,0.131578947368421
232,201,0.1636363636363635
82,622,0.1451612903225806
213,333,-0.224609375
191,475,-0.3785714285714285
99,343,0.2330508474576271
267,144,-0.4855182926829268
300,55,0.1181818181818181
306,88,0.3013392857142857
233,140,-0.0307291666666666
82,575,0.1451612903225806
180,263,0.1270114942528735
296,132,0.140625
37,152,0.3202479338842975
6,381,0.0086848635235732
263,812,-0.0541666666666666
180,871,-0.1229885057471264
200,145,-0.5077720207253886
84,506,0.1154513888888888
268,366,-0.0023219814241486
58,467,-0.2336387434554974
285,142,0.0720486111111111
192,95,-0.5413223140495868
112,594,0.3186274509803921
291,10,0.1935483870967742
129,1013,-0.2464589235127479
274,97,0.2210526315789474
188,519,0.2553475935828877
218,81,-0.6785714285714286
217,208,0.3490566037735849
122,426,-0.2129629629629629
118,221,0.2624309392265194
157,176,0.0491329479768786
221,117,0.2377260981912144
301,321,-0.1071428571428571
278,500,-0.0668202764976958
300,78,0.3681818181818181
180,2,0.1270114942528735
200,694,-0.5077720207253886
12,197,-0.0243710691823899
0,188,-0.1525735294117647
144,236,0.4161392405063291
22,384,0.0910596026490065
200,766,0.2422279792746113
295,704,0.2057823129251701
41,545,-0.1816939890710383
32,871,-0.1770833333333333
300,553,-0.1318181818181818
15,63,0.1678571428571429
94,134,-0.1043165467625899
153,356,0.0098039215686274
76,483,0.3472222222222222
295,507,0.2057823129251701
301,302,-0.1071428571428571
243,672,-0.1628151260504201
221,76,0.2377260981912144
12,214,0.47562893081761
15,704,0.1678571428571429
269,451,-0.0833333333333332
144,14,-0.3338607594936709
186,63,0.2321428571428572
199,303,0.2418981481481481
169,748,0.3068181818181817
100,828,0.0261194029850746
183,217,-0.1653386454183266
127,203,0.0842391304347826
180,1294,-0.1229885057471264
183,152,-0.1653386454183266
0,32,0.0974264705882352
0,159,0.0974264705882352
183,320,0.3346613545816733
53,594,-0.1730769230769231
93,342,0.0856249999999999
127,507,0.0842391304347826
22,322,-0.4089403973509934
300,226,-0.1318181818181818
300,190,-0.1318181818181818
111,902,-0.6739130434782609
81,182,-0.0178571428571429
221,723,-0.0122739018087855
217,429,-0.150943396226415
307,1196,0.0604534005037783
302,133,0.4085743801652892
132,750,-0.0480769230769231
214,211,-0.4435483870967742
68,255,0.2884615384615384
253,661,0.2374213836477987
275,1,0.1336872586872587
103,983,-0.4166666666666666
62,1066,-0.0295698924731182
266,409,0.0162162162162161
12,55,0.47562893081761
239,878,-0.1875
285,236,-0.4279513888888888
293,270,0.3833333333333333
89,1085,-0.0558333333333334
17,25,0.029783393501805
91,228,-0.0612113402061855
307,648,0.0604534005037783
143,88,-0.1686893203883495
190,301,0.0925925925925925
58,950,-0.2336387434554974
199,95,0.2418981481481481
15,196,0.1678571428571429
60,677,0.0119047619047618
270,198,0.1043165467625899
270,708,-0.14568345323741
141,168,0.3409090909090909
274,596,-0.0289473684210526
221,150,-0.0122739018087855
86,39,-0.197867298578199
206,257,0.1923913043478261
271,1392,-0.5833333333333333
176,332,0.0956521739130434
206,1114,-0.3076086956521738
298,576,-0.1160714285714286
270,377,0.1043165467625899
304,424,0.1475225225225225
48,958,-0.1709302325581395
93,1223,-0.164375
129,1016,-0.2464589235127479
9,174,-0.3016304347826086
202,320,-0.1046511627906976
190,285,0.0925925925925925
42,322,-0.1776018099547511
20,557,0.5824022346368715
196,95,0.4152542372881356
12,343,-0.2743710691823899
193,65,0.0090163934426229
233,205,0.2192708333333333
307,401,0.0604534005037783
307,639,0.0604534005037783
268,521,0.4976780185758513
93,264,0.0856249999999999
267,61,0.0144817073170732
271,11,0.1666666666666667
120,290,-0.1520270270270269
295,19,0.2057823129251701
133,285,-0.16
179,461,0.2658730158730159
233,611,-0.0307291666666666
103,116,-0.1666666666666666
37,757,-0.6797520661157025
268,844,-0.5023219814241486
6,162,0.0086848635235732
233,1450,-0.0307291666666666
274,404,-0.2789473684210526
51,249,-0.3169642857142858
101,822,0.0960648148148147
12,185,0.22562893081761
177,730,0.0796703296703297
235,70,-0.1189516129032257
255,780,0.2524154589371981
262,175,0.2378048780487804
243,185,-0.1628151260504201
278,1180,0.1831797235023041
42,814,0.0723981900452488
82,77,-0.3548387096774194
150,196,0.250814332247557
253,435,-0.2625786163522012
108,630,-0.1100427350427351
296,715,-0.109375
248,187,-0.0263975155279503
143,698,0.0813106796116505
300,603,0.1181818181818181
63,391,-0.14625
91,500,-0.3112113402061855
221,96,0.2377260981912144
267,435,0.0144817073170732
292,134,0.4922680412371134
212,172,0.1924603174603174
159,459,-0.4791666666666666
12,497,0.22562893081761
58,714,0.2663612565445026
4,16,0.2814285714285715
124,162,0.39010989010989
173,314,0.3545197740112994
113,504,-0.1510416666666666
212,514,-0.0575396825396825
22,195,-0.4089403973509934
127,14,0.0842391304347826
238,55,-0.0534591194968554
180,278,-0.1229885057471264
290,79,0.0785472972972972
249,237,0.0532786885245901
200,648,-0.0077720207253886
59,59,0.2283653846153845
180,324,0.1270114942528735
118,406,-0.2375690607734806
286,0,0.221774193548387
215,227,-0.2003816793893129
215,530,0.049618320610687
202,470,0.1453488372093023
91,586,-0.0612113402061855
12,891,-0.0243710691823899
212,175,-0.0575396825396825
285,287,0.3220486111111111
116,1046,-0.4796511627906976
98,110,-0.6378676470588235
10,557,-0.1160220994475138
64,46,-0.484375
294,193,-0.0599489795918366
268,216,-0.2523219814241486
84,258,-0.3845486111111111
249,595,0.3032786885245901
136,143,0.1702127659574468
200,959,-0.2577720207253886
256,136,-0.0087719298245614
110,327,0.1145833333333333
90,479,0.0280612244897958
214,210,0.0564516129032257
180,937,-0.1229885057471264
188,1059,0.2553475935828877
0,19,0.0974264705882352
302,403,0.1585743801652892
298,304,-0.1160714285714286
186,209,-0.0178571428571427
221,277,-0.2622739018087855
213,567,0.025390625
292,769,-0.0077319587628865
284,190,0.015625
302,251,-0.0914256198347107
95,155,-0.0669642857142858
71,1109,-0.2043795620437956
114,1066,0.0163043478260869
6,429,-0.2413151364764267
115,349,-0.0017482517482517
72,479,0.0681818181818182
268,245,0.4976780185758513
262,418,0.2378048780487804
69,430,-0.116412213740458
220,474,0.0958904109589041
71,181,0.2956204379562044
24,356,-0.0128205128205127
289,49,0.4116666666666666
188,525,0.0053475935828877
298,302,-0.1160714285714286
263,293,-0.3041666666666667
199,364,0.2418981481481481
186,134,-0.0178571428571427
183,186,0.0846613545816733
62,288,-0.2795698924731182
12,228,0.22562893081761
297,485,-0.2578740157480315
234,184,0.0053191489361702
61,711,0.1745689655172413
245,93,-0.232051282051282
53,741,0.3269230769230768
62,761,-0.0295698924731182
10,731,-0.1160220994475138
91,167,0.1887886597938144
7,549,-0.1991525423728813
306,173,0.0513392857142857
302,199,0.1585743801652892
255,848,-0.4975845410628019
71,53,-0.2043795620437956
163,405,-0.5317460317460319
116,149,0.0203488372093023
223,76,0.25177304964539
192,868,-0.0413223140495867
93,183,-0.414375
280,337,-0.2980769230769231
129,108,-0.2464589235127479
127,370,-0.6657608695652174
93,719,-0.664375
181,844,-0.2142857142857143
128,872,-0.4
253,228,0.2374213836477987
63,380,0.10375
150,175,-0.499185667752443
44,24,0.0989583333333333
192,878,-0.0413223140495867
275,921,0.1336872586872587
275,56,-0.1163127413127412
233,186,0.2192708333333333
180,305,-0.1229885057471264
20,369,-0.4175977653631285
292,248,-0.0077319587628865
263,720,0.1958333333333333
9,610,0.1983695652173913
196,345,-0.0847457627118644
275,141,-0.1163127413127412
307,426,0.0604534005037783
220,942,0.0958904109589041
130,125,-0.0333333333333334
267,823,-0.2355182926829268
108,7,-0.1100427350427351
197,57,-0.0690607734806629
229,679,0.037593984962406
180,740,-0.1229885057471264
191,1060,0.1214285714285714
233,447,-0.0307291666666666
89,899,-0.0558333333333334
192,940,0.2086776859504132
127,602,0.3342391304347826
125,904,-0.3833333333333333
243,264,0.0871848739495798
89,288,-0.3058333333333334
156,24,-0.196078431372549
304,70,-0.1024774774774774
118,381,0.2624309392265194
20,221,-0.1675977653631285
230,180,0.0833333333333333
279,507,-0.1443798449612403
287,131,-0.2199999999999999
278,1496,-0.3168202764976958
300,32,0.1181818181818181
71,698,-0.2043795620437956
89,258,-0.5558333333333334
307,54,-0.1895465994962216
58,741,-0.2336387434554974
93,743,0.0856249999999999
129,641,0.0035410764872521
25,1014,0.0140186915887849
55,120,0.339572192513369
81,507,-0.2678571428571429
61,11,0.1745689655172413
275,39,-0.1163127413127412
180,1014,-0.1229885057471264
151,300,-0.330188679245283
177,844,0.0796703296703297
216,596,0.2598684210526315
78,302,0.0
137,483,-0.0686274509803921
307,80,0.3104534005037783
74,283,-0.319620253164557
268,197,0.2476780185758513
306,93,-0.1986607142857143
221,780,-0.0122739018087855
120,739,-0.1520270270270269
268,21,-0.5023219814241486
12,863,0.22562893081761
229,741,0.287593984962406
268,506,0.2476780185758513
238,1098,0.1965408805031445
244,1027,0.4318181818181817
55,545,-0.160427807486631
294,960,0.1900510204081633
270,1027,-0.39568345323741
221,811,-0.2622739018087855
68,239,-0.2115384615384615
9,6,-0.0516304347826086
21,375,-0.087890625
293,930,-0.1166666666666667
81,716,-0.5178571428571429
278,398,0.1831797235023041
268,233,-0.5023219814241486
5,97,0.3412322274881516
242,1038,0.0895061728395061
297,180,-0.0078740157480314
281,324,-0.625
77,322,-0.5952380952380952
117,199,0.0845070422535212
282,1113,0.2169811320754717
170,291,0.1339285714285714
69,216,0.1335877862595419
9,99,0.1983695652173913
244,180,0.1818181818181817
106,332,0.0
245,560,-0.482051282051282
12,900,-0.52437106918239
275,69,0.1336872586872587
243,16,-0.4128151260504201
188,55,0.2553475935828877
225,241,0.3
61,1015,0.1745689655172413
275,416,0.1336872586872587
213,477,0.025390625
305,234,0.0546875
221,25,-0.0122739018087855
279,630,0.3556201550387596
59,429,0.2283653846153845
55,70,0.089572192513369
41,273,0.3183060109289617
0,201,0.3474264705882353
12,808,0.22562893081761
172,288,-0.0523255813953489
14,748,-0.46875
184,22,-0.0104166666666667
279,539,-0.1443798449612403
243,380,0.0871848739495798
149,292,0.0390625
6,496,0.0086848635235732
177,316,0.0796703296703297
177,741,-0.1703296703296702
94,1216,-0.1043165467625899
233,1461,-0.0307291666666666
96,221,0.2103174603174602
108,126,-0.3600427350427351
116,267,0.2703488372093023
268,704,-0.2523219814241486
129,1245,-0.2464589235127479
263,654,-0.0541666666666666
206,12,-0.0576086956521738
41,587,0.3183060109289617
245,408,-0.232051282051282
86,366,0.0521327014218009
100,303,0.0261194029850746
255,126,0.002415458937198
91,793,-0.0612113402061855
180,761,0.1270114942528735
212,234,-0.8075396825396826
91,738,-0.3112113402061855
291,660,0.1935483870967742
245,664,0.267948717948718
273,844,0.2359154929577465
187,691,0.3080357142857143
17,85,0.029783393501805
4,438,-0.4685714285714285
235,631,-0.1189516129032257
192,406,0.2086776859504132
143,708,0.0813106796116505
89,1197,0.1941666666666666
47,608,0.0530303030303029
4,224,-0.2185714285714285
21,127,0.412109375
310,431,0.0510204081632652
7,21,0.3008474576271186
275,187,0.1336872586872587
221,172,0.4877260981912145
71,865,0.0456204379562044
298,133,0.1339285714285714
0,170,0.3474264705882353
307,294,-0.1895465994962216
164,215,0.0
221,48,-0.0122739018087855
180,120,0.6270114942528735
199,10,0.2418981481481481
233,625,0.2192708333333333
243,706,0.0871848739495798
89,24,0.1941666666666666
207,215,0.303030303030303
262,95,-0.0121951219512195
133,322,0.0899999999999999
278,585,0.1831797235023041
1,291,0.0725806451612903
287,592,-0.47
48,301,0.3290697674418604
285,152,0.3220486111111111
204,303,0.034090909090909
21,79,0.162109375
233,317,0.2192708333333333
222,327,-0.0071428571428571
14,24,0.03125
267,146,0.2644817073170732
93,1219,-0.164375
273,404,-0.0140845070422535
6,491,0.2586848635235732
267,216,-0.2355182926829268
15,54,0.1678571428571429
163,619,-0.2817460317460318
289,160,0.1616666666666666
91,514,0.1887886597938144
238,1069,0.1965408805031445
55,448,0.339572192513369
247,233,0.1071428571428571
233,9,-0.0307291666666666
279,1048,-0.3943798449612403
307,186,0.3104534005037783
275,63,0.3836872586872587
191,947,-0.1285714285714285
121,508,0.0040983606557376
84,587,-0.1345486111111111
261,930,-0.2921875
200,271,-0.0077720207253886
180,869,0.1270114942528735
294,738,-0.0599489795918366
262,567,-0.0121951219512195
294,38,-0.0599489795918366
200,1099,0.2422279792746113
92,819,-0.0875
158,1027,0.3925233644859813
157,664,-0.4508670520231214
292,422,-0.0077319587628865
81,596,-0.0178571428571429
275,180,0.3836872586872587
12,822,0.47562893081761
216,1,0.0098684210526315
82,659,0.1451612903225806
188,19,0.2553475935828877
221,795,0.2377260981912144
145,1021,0.3448275862068966
266,120,-0.2337837837837838
125,293,-0.1333333333333333
180,1059,-0.1229885057471264
124,79,0.14010989010989
42,119,0.0723981900452488
12,779,-0.52437106918239
252,258,-0.4948453608247423
41,43,-0.1816939890710383
76,517,0.0972222222222222
290,685,0.3285472972972972
267,20,0.0144817073170732
261,27,-0.0421875
233,80,-0.0307291666666666
28,244,-0.1617647058823529
235,56,0.3810483870967742
157,728,-0.2008670520231213
155,660,0.0675675675675675
231,51,0.2741935483870967
167,865,0.4166666666666666
36,287,0.087719298245614
140,244,-0.1074766355140186
234,229,0.0053191489361702
101,69,0.0960648148148147
76,171,-0.1527777777777778
89,505,0.1941666666666666
185,565,0.3967391304347826
43,659,0.3377483443708609
117,773,0.0845070422535212
6,660,0.2586848635235732
48,1002,-0.1709302325581395
61,67,-0.5754310344827587
41,1027,0.0683060109289617
177,432,0.0796703296703297
84,50,-0.3845486111111111
76,473,0.3472222222222222
57,1098,-0.4594155844155844
55,1046,0.089572192513369
196,687,-0.5847457627118644
285,98,0.0720486111111111
89,257,-0.3058333333333334
180,1287,-0.1229885057471264
294,189,-0.0599489795918366
223,68,0.25177304964539
271,316,-0.0833333333333332
220,1009,-0.1541095890410958
65,876,-0.618421052631579
206,317,0.4423913043478261
233,486,-0.0307291666666666
6,647,0.2586848635235732
86,81,0.3021327014218009
194,1051,-0.5729166666666666
43,448,0.3377483443708609
305,286,0.0546875
193,171,0.0090163934426229
93,61,-0.164375
166,658,0.1557971014492754
107,99,0.106060606060606
229,303,0.287593984962406
180,926,-0.1229885057471264
53,301,0.0769230769230768
89,21,-0.0558333333333334
180,695,0.1270114942528735
285,356,0.0720486111111111
13,268,-0.0229591836734694
310,178,-0.4489795918367347
91,120,0.4387886597938144
20,439,-0.4175977653631285
243,549,-0.6628151260504201
180,404,0.6270114942528735
64,805,0.015625
36,539,-0.4122807017543859
43,442,0.3377483443708609
243,182,0.0871848739495798
0,264,0.0974264705882352
269,24,0.1666666666666667
298,386,-0.3660714285714286
93,571,-0.164375
285,745,0.0720486111111111
238,271,0.1965408805031445
215,54,0.299618320610687
253,120,-0.0125786163522012
61,664,-0.3254310344827587
177,384,0.0796703296703297
193,22,0.2590163934426229
267,954,0.0144817073170732
187,142,0.3080357142857143
275,293,0.1336872586872587
157,1097,0.0491329479768786
206,844,-0.0576086956521738
160,47,-0.3879310344827587
304,653,0.1475225225225225
46,323,-0.16
63,735,0.10375
190,750,-0.1574074074074074
6,377,0.2586848635235732
58,91,0.2663612565445026
68,267,0.2884615384615384
9,460,-0.3016304347826086
20,128,0.3324022346368714
57,8,0.0405844155844156
193,151,0.0090163934426229
6,199,0.2586848635235732
112,125,0.3186274509803921
172,327,0.197674418604651
94,232,0.14568345323741
15,193,0.1678571428571429
58,322,0.0163612565445026
310,653,-0.1989795918367347
291,588,-0.0564516129032257
42,202,0.0723981900452488
78,49,0.0
234,69,0.2553191489361702
124,189,0.39010989010989
283,321,-0.1382978723404255
302,160,0.4085743801652892
253,377,-0.0125786163522012
254,1033,-0.3855421686746988
103,300,-0.1666666666666666
89,922,0.1941666666666666
5,462,0.0912322274881516
278,121,-0.5668202764976958
285,297,0.0720486111111111
221,447,-0.0122739018087855
296,56,0.390625
41,624,-0.1816939890710383
129,1216,0.0035410764872521
253,356,-0.0125786163522012
108,474,-0.6100427350427351
229,1443,-0.4624060150375939
243,309,-0.1628151260504201
5,300,-0.4087677725118483
35,747,0.05
255,442,-0.2475845410628019
101,514,-0.4039351851851852
103,284,0.3333333333333333
20,446,0.5824022346368715
110,300,0.1145833333333333
17,407,0.279783393501805
24,221,-0.0128205128205127
109,943,-0.0112781954887217
269,97,0.1666666666666667
67,236,0.4926470588235294
82,214,0.1451612903225806
5,257,-0.4087677725118483
88,215,0.2401315789473683
127,316,0.0842391304347826
304,511,0.1475225225225225
183,411,-0.4153386454183266
285,174,0.3220486111111111
278,1427,-0.0668202764976958
255,85,0.2524154589371981
220,47,0.3458904109589041
139,331,-0.1071428571428571
189,976,-0.3305084745762712
10,226,-0.1160220994475138
200,202,0.4922279792746113
149,180,0.2890625
125,244,-0.1333333333333333
19,207,-0.2760416666666666
143,741,0.0813106796116505
180,929,-0.1229885057471264
108,565,0.1399572649572649
84,1064,-0.1345486111111111
212,132,-0.3075396825396825
221,378,-0.5122739018087855
222,10,-0.0071428571428571
214,420,0.0564516129032257
217,207,-0.150943396226415
173,936,0.3545197740112994
274,185,-0.0289473684210526
67,741,-0.5073529411764706
267,582,0.2644817073170732
159,461,0.0208333333333333
194,272,0.1770833333333333
223,177,0.25177304964539
4,109,-0.4685714285714285
98,1015,0.3621323529411765
1,250,0.3225806451612903
291,8,-0.0564516129032257
71,567,0.0456204379562044
84,227,-0.1345486111111111
82,280,0.3951612903225806
91,830,-0.3112113402061855
6,542,-0.2413151364764267
86,400,-0.447867298578199
286,925,-0.0282258064516129
0,154,-0.4025735294117647
233,631,-0.2807291666666667
221,52,0.4877260981912145
23,63,0.1691176470588236
6,553,-0.2413151364764267
81,55,-0.0178571428571429
160,317,0.1120689655172413
195,392,0.0961538461538461
55,90,0.089572192513369
81,476,-0.0178571428571429
6,471,-0.4913151364764268
255,760,0.002415458937198
225,55,0.05
278,740,0.4331797235023041
307,1285,-0.1895465994962216
15,7,0.1678571428571429
179,201,-0.234126984126984
202,92,0.1453488372093023
144,55,0.4161392405063291
287,304,0.03
83,741,-0.213235294117647
43,643,-0.1622516556291391
16,12,-0.0089285714285713
312,116,0.1011450381679389
147,0,0.0
196,346,0.1652542372881356
20,163,0.5824022346368715
278,981,-0.0668202764976958
238,490,0.1965408805031445
184,286,0.2395833333333332
296,88,0.140625
302,67,0.1585743801652892
185,249,-0.6032608695652174
72,205,-0.1818181818181817
103,755,-0.1666666666666666
93,215,-0.164375
238,193,0.1965408805031445
196,510,0.4152542372881356
279,0,0.1056201550387596
0,116,-0.1525735294117647
223,582,-0.4982269503546099
302,396,-0.5914256198347108
59,161,-0.0216346153846154
197,257,0.180939226519337
238,512,0.1965408805031445
5,68,-0.1587677725118483
232,374,-0.0863636363636364
84,641,0.1154513888888888
109,37,-0.0112781954887217
183,521,-0.1653386454183266
98,872,-0.6378676470588235
12,417,-0.2743710691823899
200,517,0.2422279792746113
12,857,-0.52437106918239
213,130,-0.224609375
295,227,-0.0442176870748298
221,86,-0.0122739018087855
278,724,0.1831797235023041
216,181,-0.2401315789473684
84,432,-0.1345486111111111
238,233,-0.3034591194968554
12,71,0.22562893081761
193,76,0.0090163934426229
207,662,0.303030303030303
108,177,-0.1100427350427351
229,171,0.037593984962406
58,484,-0.4836387434554974
312,477,-0.148854961832061
69,1132,-0.116412213740458
61,181,0.4245689655172413
197,233,-0.0690607734806629
64,124,0.015625
173,659,0.3545197740112994
89,11,0.1941666666666666
129,1247,-0.2464589235127479
99,353,-0.2669491525423728
282,431,0.2169811320754717
274,417,-0.0289473684210526
310,97,0.3010204081632652
194,750,0.1770833333333333
129,104,0.0035410764872521
268,251,-0.5023219814241486
285,72,0.3220486111111111
6,622,-0.2413151364764267
55,221,0.339572192513369
209,203,0.2348484848484848
238,8,0.1965408805031445
95,86,-0.0669642857142858
296,72,-0.359375
248,238,-0.2763975155279503
93,859,-0.414375
83,120,0.0367647058823529
274,264,0.2210526315789474
134,1045,-0.0954545454545454
290,1177,0.0785472972972972
124,381,-0.6098901098901099
69,398,0.1335877862595419
310,8,0.0510204081632652
300,522,0.1181818181818181
151,684,0.1698113207547169
243,171,0.0871848739495798
274,1090,-0.2789473684210526
52,280,0.044642857142857
197,117,-0.319060773480663
243,789,0.0871848739495798
25,124,0.264018691588785
150,12,-0.249185667752443
123,495,-0.625
23,190,0.1691176470588236
270,64,-0.14568345323741
306,633,-0.1986607142857143
293,1244,-0.1166666666666667
233,240,-0.2807291666666667
24,500,-0.2628205128205128
292,136,-0.0077319587628865
200,431,-0.0077720207253886
74,239,-0.569620253164557
12,180,0.47562893081761
206,67,-0.3076086956521738
1,49,0.3225806451612903
312,565,0.1011450381679389
143,124,0.0813106796116505
187,442,0.0580357142857143
275,323,0.1336872586872587
144,973,-0.5838607594936709
71,233,0.0456204379562044
